期货代码,期货名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
MA412,甲醇412,0.36,2514.0,2514.0,2514.0,2514.0,9.0,-,0.09,-,21,527940.0,2517.0,-,-,115.MA412,郑商所,2024-11-29 22:59:58,2024-11-29
pg2506,LPG2506,0.36,4475.0,4481.0,4468.0,4468.0,16.0,-,-,-,22,1968260.0,4457.0,-,-,114.pg2506,大商所,2024-11-29 22:59:57,2024-11-29
CFM,棉花主连,0.36,14060.0,14080.0,14015.0,14015.0,50.0,-,0.99,-,59009,4145382250.0,14055.0,-,-,115.CFM,郑商所,2024-11-29 23:00:00,2024-11-29
CF501,棉花501,0.36,14060.0,14080.0,14015.0,14015.0,50.0,-,0.99,-,59009,4145382250.0,14055.0,-,-,115.CF501,郑商所,2024-11-29 23:00:00,2024-11-29
CFS,棉花次主连,0.36,14105.0,14115.0,14065.0,14075.0,50.0,-,1.3,-,40217,2834293075.0,14085.0,-,-,115.CFS,郑商所,2024-11-29 23:00:00,2024-11-29
CF505,棉花505,0.36,14105.0,14115.0,14065.0,14075.0,50.0,-,1.3,-,40217,2834293075.0,14085.0,-,-,115.CF505,郑商所,2024-11-29 23:00:00,2024-11-29
au2506,沪金2506,0.36,621.76,622.88,619.72,621.74,2.2,-,0.57,-,7770,4828023100.0,622.36,-,-,113.au2506,上期所,2024-11-30 02:30:00,2024-11-29
CYS,棉纱次主连,0.35,19950.0,19990.0,19915.0,19930.0,70.0,-,-,-,59,5883775.0,19900.0,-,-,115.CYS,郑商所,2024-11-29 22:59:59,2024-11-29
CY505,棉纱505,0.35,19950.0,19990.0,19915.0,19930.0,70.0,-,-,-,59,5883775.0,19900.0,-,-,115.CY505,郑商所,2024-11-29 22:59:59,2024-11-29
cs2507,淀粉2507,0.34,2619.0,2621.0,2607.0,2615.0,9.0,-,1.16,-,2789,72995340.0,2607.0,-,-,114.cs2507,大商所,2024-11-29 22:59:58,2024-11-29
al2412,沪铝2412,0.34,20400.0,20410.0,20320.0,20350.0,70.0,-,0.12,-,1735,176644875.0,20410.0,-,-,113.al2412,上期所,2024-11-30 01:00:00,2024-11-29
071101,IH2501,0.34,2623.2,2665.6,2614.0,2614.0,9.0,-,1.95,-,5438,4297391460.0,2615.0,786960,-,8.071101,中金所,2024-11-29 15:26:27,2024-11-29
070121,IH下月连续,0.34,2623.2,2665.6,2614.0,2614.0,9.0,-,1.95,-,5438,4297391460.0,2615.0,786960,-,8.070121,中金所,2024-11-29 15:26:27,2024-11-29
als,沪铝次主连,0.34,20455.0,20460.0,20360.0,20385.0,70.0,-,0.48,-,15000,1530857500.0,20430.0,-,-,113.als,上期所,2024-11-30 01:00:00,2024-11-29
al2502,沪铝2502,0.34,20455.0,20460.0,20360.0,20385.0,70.0,-,0.48,-,15000,1530857500.0,20430.0,-,-,113.al2502,上期所,2024-11-30 01:00:00,2024-11-29
pgm,LPG主连,0.34,4419.0,4438.0,4390.0,4415.0,15.0,-,1.27,-,23847,2106258260.0,4419.0,-,-,114.pgm,大商所,2024-11-29 23:00:00,2024-11-29
pg2501,LPG2501,0.34,4419.0,4438.0,4390.0,4415.0,15.0,-,1.27,-,23847,2106258260.0,4419.0,-,-,114.pg2501,大商所,2024-11-29 23:00:00,2024-11-29
sp2506,纸浆2506,0.34,5934.0,5966.0,5930.0,5930.0,20.0,-,-,-,11,654540.0,5936.0,-,-,113.sp2506,上期所,2024-11-29 23:00:00,2024-11-29
p2509,棕榈油2509,0.33,8628.0,8706.0,8552.0,8658.0,28.0,-,1.23,-,4289,370581160.0,8640.0,-,-,114.p2509,大商所,2024-11-29 23:00:00,2024-11-29
eg2503,乙二醇2503,0.32,4674.0,4682.0,4666.0,4667.0,15.0,-,-,-,34,1589270.0,4651.0,-,-,114.eg2503,大商所,2024-11-29 23:00:00,2024-11-29
au2501,沪金2501,0.32,618.36,619.06,615.98,617.72,1.98,-,0.65,-,862,532196580.0,618.24,-,-,113.au2501,上期所,2024-11-30 02:30:00,2024-11-29
al2504,沪铝2504,0.32,20465.0,20475.0,20395.0,20440.0,65.0,-,0.37,-,797,81428225.0,20470.0,-,-,113.al2504,上期所,2024-11-30 01:00:00,2024-11-29
al2505,沪铝2505,0.32,20485.0,20490.0,20410.0,20460.0,65.0,-,0.36,-,431,44063500.0,20490.0,-,-,113.al2505,上期所,2024-11-30 01:00:00,2024-11-29
al2506,沪铝2506,0.32,20495.0,20495.0,20420.0,20440.0,65.0,-,0.33,-,80,8183250.0,20480.0,-,-,113.al2506,上期所,2024-11-30 01:00:00,2024-11-29
SR503,白糖503,0.31,6058.0,6076.0,6039.0,6061.0,19.0,-,1.27,-,22483,1361795310.0,6084.0,-,-,115.SR503,郑商所,2024-11-29 23:00:00,2024-11-29
sp2505,纸浆2505,0.3,5932.0,5960.0,5916.0,5918.0,18.0,-,1.12,-,7762,461119060.0,5918.0,-,-,113.sp2505,上期所,2024-11-29 23:00:00,2024-11-29
cs2509,淀粉2509,0.3,2669.0,2670.0,2661.0,2663.0,8.0,-,-,-,101,2692090.0,2660.0,-,-,114.cs2509,大商所,2024-11-29 23:00:00,2024-11-29
SR507,白糖507,0.3,6010.0,6026.0,5996.0,6023.0,18.0,-,0.64,-,153,9198360.0,6041.0,-,-,115.SR507,郑商所,2024-11-29 22:59:58,2024-11-29
ru2509,橡胶2509,0.3,18475.0,18535.0,18405.0,18440.0,55.0,-,1.1,-,4221,779766550.0,18430.0,-,-,113.ru2509,上期所,2024-11-29 23:00:00,2024-11-29
jd2507,鸡蛋2507,0.29,3400.0,3402.0,3389.0,3389.0,10.0,-,1.38,-,622,21120610.0,3389.0,-,-,114.jd2507,大商所,2024-11-29 21:00:00,2024-11-29
al2503,沪铝2503,0.29,20470.0,20480.0,20375.0,20400.0,60.0,-,0.48,-,3358,342949200.0,20455.0,-,-,113.al2503,上期所,2024-11-30 01:00:00,2024-11-29
PRM,瓶片主连,0.29,6158.0,6172.0,6144.0,6158.0,18.0,-,0.7,-,2431,224624400.0,6164.0,-,-,115.PRM,郑商所,2024-11-29 22:59:59,2024-11-29
PR503,瓶片503,0.29,6158.0,6172.0,6144.0,6158.0,18.0,-,0.7,-,2431,224624400.0,6164.0,-,-,115.PR503,郑商所,2024-11-29 22:59:59,2024-11-29
TA502,PTA502,0.29,4822.0,4846.0,4812.0,4846.0,14.0,-,0.75,-,7646,184421520.0,4838.0,-,-,115.TA502,郑商所,2024-11-29 23:00:00,2024-11-29
rr2507,粳米2507,0.28,3545.0,3555.0,3540.0,3543.0,10.0,-,-,-,39,1383420.0,3536.0,-,-,114.rr2507,大商所,2024-11-29 22:59:53,2024-11-29
rr2508,粳米2508,0.28,3552.0,3553.0,3547.0,3550.0,10.0,-,-,-,13,461740.0,3546.0,-,-,114.rr2508,大商所,2024-11-29 22:59:47,2024-11-29
rum,橡胶主连,0.27,18305.0,18365.0,18230.0,18270.0,50.0,-,1.5,-,139439,25511849200.0,18260.0,-,-,113.rum,上期所,2024-11-29 23:00:00,2024-11-29
ru2505,橡胶2505,0.27,18305.0,18365.0,18230.0,18270.0,50.0,-,1.54,-,139439,25511849200.0,18260.0,-,-,113.ru2505,上期所,2024-11-29 23:00:00,2024-11-29
APS,苹果次主连,0.27,8065.0,8099.0,8000.0,8000.0,22.0,-,0.93,-,20795,1676077000.0,8063.0,-,-,115.APS,郑商所,2024-11-29 21:00:00,2024-11-29
AP505,苹果505,0.27,8065.0,8099.0,8000.0,8000.0,22.0,-,0.93,-,20795,1676077000.0,8063.0,-,-,115.AP505,郑商所,2024-11-29 21:00:00,2024-11-29
sp2504,纸浆2504,0.27,5904.0,5912.0,5898.0,5898.0,16.0,-,-,-,7,413280.0,5894.0,-,-,113.sp2504,上期所,2024-11-29 23:00:00,2024-11-29
eb2508,苯乙烯2508,0.26,8433.0,8433.0,8418.0,8424.0,22.0,-,-,-,5,210645.0,8410.0,-,-,114.eb2508,大商所,2024-11-29 22:59:59,2024-11-29
pb2503,沪铅2503,0.26,17420.0,17420.0,17250.0,17400.0,45.0,-,0.72,-,172,14908325.0,17400.0,-,-,113.pb2503,上期所,2024-11-30 01:00:00,2024-11-29
SRS,白糖次主连,0.25,6051.0,6074.0,6032.0,6064.0,15.0,-,1.71,-,84933,5140994490.0,6083.0,-,-,115.SRS,郑商所,2024-11-29 23:00:00,2024-11-29
SR505,白糖505,0.25,6051.0,6074.0,6032.0,6064.0,15.0,-,1.71,-,84933,5140994490.0,6083.0,-,-,115.SR505,郑商所,2024-11-29 23:00:00,2024-11-29
sp2509,纸浆2509,0.24,5958.0,5986.0,5950.0,5958.0,14.0,-,0.56,-,67,4000260.0,5950.0,-,-,113.sp2509,上期所,2024-11-29 23:00:00,2024-11-29
MA504,甲醇504,0.23,2585.0,2598.0,2584.0,2598.0,6.0,-,0.88,-,105,2720550.0,2599.0,-,-,115.MA504,郑商所,2024-11-29 22:59:50,2024-11-29
cu2507,沪铜2507,0.23,74190.0,74190.0,73960.0,74130.0,170.0,-,-,-,10,3705300.0,74140.0,-,-,113.cu2507,上期所,2024-11-30 01:00:00,2024-11-29
FG502,玻璃502,0.23,1327.0,1330.0,1319.0,1328.0,3.0,-,1.12,-,7232,191503360.0,1328.0,-,-,115.FG502,郑商所,2024-11-29 23:00:00,2024-11-29
FG504,玻璃504,0.21,1412.0,1418.0,1408.0,1414.0,3.0,-,1.56,-,187,5284620.0,1416.0,-,-,115.FG504,郑商所,2024-11-29 22:59:46,2024-11-29
fu2510,燃油2510,0.21,2919.0,2925.0,2890.0,2890.0,6.0,-,-,-,69,2012340.0,2912.0,-,-,113.fu2510,上期所,2024-11-29 23:00:00,2024-11-29
MA506,甲醇506,0.2,2554.0,2554.0,2548.0,2549.0,5.0,-,-,-,4,102040.0,2557.0,-,-,115.MA506,郑商所,2024-11-29 22:59:43,2024-11-29
al2510,沪铝2510,0.2,20455.0,20500.0,20455.0,20500.0,40.0,-,-,-,2,204775.0,20515.0,-,-,113.al2510,上期所,2024-11-30 01:00:00,2024-11-29
cs2511,淀粉2511,0.19,2667.0,2674.0,2662.0,2662.0,5.0,-,1.08,-,904,24136100.0,2662.0,-,-,114.cs2511,大商所,2024-11-29 23:00:00,2024-11-29
l2509,塑料2509,0.19,8090.0,8096.0,8077.0,8085.0,15.0,-,0.55,-,65,2629570.0,8090.0,-,-,114.l2509,大商所,2024-11-29 22:59:22,2024-11-29
SM509,锰硅509,0.19,6486.0,6510.0,6466.0,6484.0,12.0,-,0.42,-,189,6127380.0,6506.0,-,-,115.SM509,郑商所,2024-11-29 21:00:00,2024-11-29
pg2505,LPG2505,0.18,4545.0,4561.0,4537.0,4537.0,8.0,-,-,-,89,8100900.0,4537.0,-,-,114.pg2505,大商所,2024-11-29 22:59:57,2024-11-29
cum,沪铜主连,0.18,73900.0,73920.0,73620.0,73720.0,130.0,-,0.64,-,23368,8618087000.0,73830.0,-,-,113.cum,上期所,2024-11-30 01:00:00,2024-11-29
cu2501,沪铜2501,0.18,73900.0,73920.0,73620.0,73720.0,130.0,-,0.64,-,23368,8618087000.0,73830.0,-,-,113.cu2501,上期所,2024-11-30 01:00:00,2024-11-29
PKS,花生次主连,0.18,7964.0,7980.0,7940.0,7970.0,14.0,-,1.07,-,16806,669046860.0,7964.0,-,-,115.PKS,郑商所,2024-11-29 21:00:00,2024-11-29
PK503,花生503,0.18,7964.0,7980.0,7940.0,7970.0,14.0,-,1.07,-,16806,669046860.0,7964.0,-,-,115.PK503,郑商所,2024-11-29 21:00:00,2024-11-29
l2503,塑料2503,0.17,8152.0,8164.0,8139.0,8139.0,14.0,-,-,-,443,18060690.0,8157.0,-,-,114.l2503,大商所,2024-11-29 23:00:00,2024-11-29
sp2507,纸浆2507,0.17,5940.0,5956.0,5940.0,5944.0,10.0,-,-,-,5,297440.0,5932.0,-,-,113.sp2507,上期所,2024-11-29 23:00:00,2024-11-29
TAM,PTA主连,0.17,4792.0,4820.0,4784.0,4820.0,8.0,-,0.64,-,139575,3348404250.0,4810.0,-,-,115.TAM,郑商所,2024-11-29 23:00:00,2024-11-29
TA501,PTA501,0.17,4792.0,4820.0,4784.0,4820.0,8.0,-,0.64,-,139575,3348404250.0,4810.0,-,-,115.TA501,郑商所,2024-11-29 23:00:00,2024-11-29
TA503,PTA503,0.17,4844.0,4866.0,4838.0,4866.0,8.0,-,3.66,-,1318,31961500.0,4862.0,-,-,115.TA503,郑商所,2024-11-29 23:00:00,2024-11-29
TAS,PTA次主连,0.16,4888.0,4916.0,4880.0,4914.0,8.0,-,0.78,-,48629,1189951630.0,4906.0,-,-,115.TAS,郑商所,2024-11-29 23:00:00,2024-11-29
TA505,PTA505,0.16,4888.0,4916.0,4880.0,4914.0,8.0,-,0.78,-,48629,1189951630.0,4906.0,-,-,115.TA505,郑商所,2024-11-29 23:00:00,2024-11-29
cu2502,沪铜2502,0.16,73920.0,73920.0,73660.0,73740.0,120.0,-,0.72,-,7764,2864610100.0,73850.0,-,-,113.cu2502,上期所,2024-11-30 01:00:00,2024-11-29
cu2504,沪铜2504,0.16,74040.0,74040.0,73800.0,73920.0,120.0,-,0.75,-,541,199889950.0,73950.0,-,-,113.cu2504,上期所,2024-11-30 01:00:00,2024-11-29
cu2510,沪铜2510,0.16,74280.0,74280.0,74090.0,74230.0,120.0,-,-,-,12,4452550.0,74240.0,-,-,113.cu2510,上期所,2024-11-30 01:00:00,2024-11-29
pp2503,聚丙烯2503,0.16,7485.0,7494.0,7468.0,7470.0,12.0,-,-,-,27,1010495.0,7497.0,-,-,114.pp2503,大商所,2024-11-29 23:00:00,2024-11-29
ls,塑料次主连,0.16,8147.0,8160.0,8127.0,8150.0,13.0,-,0.67,-,29855,1216159550.0,8152.0,-,-,114.ls,大商所,2024-11-29 22:59:59,2024-11-29
l2505,塑料2505,0.16,8147.0,8160.0,8127.0,8150.0,13.0,-,0.67,-,29855,1216159550.0,8152.0,-,-,114.l2505,大商所,2024-11-29 22:59:59,2024-11-29
141106,TL2506,0.16,114.18,114.55,113.94,114.5,0.18,-,1.55,-,11162,12749836100.0,114.08,1141800,-,8.141106,中金所,2024-11-29 15:26:27,2024-11-29
140122,TL隔季连续,0.16,114.18,114.55,113.94,114.5,0.18,-,1.55,-,11162,12749836100.0,114.08,1141800,-,8.140122,中金所,2024-11-29 15:26:27,2024-11-29
eb2510,苯乙烯2510,0.16,8373.0,8373.0,8373.0,8373.0,13.0,-,-,-,1,41865.0,8417.0,-,-,114.eb2510,大商所,2024-11-29 22:59:58,2024-11-29
SM507,锰硅507,0.15,6476.0,6504.0,6424.0,6466.0,10.0,-,-,-,54,1744740.0,6466.0,-,-,115.SM507,郑商所,2024-11-29 21:00:00,2024-11-29
p2506,棕榈油2506,0.15,9132.0,9232.0,9104.0,9180.0,14.0,-,-,-,97,8902060.0,9172.0,-,-,114.p2506,大商所,2024-11-29 22:59:57,2024-11-29
cu2506,沪铜2506,0.15,74130.0,74130.0,73910.0,74000.0,110.0,-,0.48,-,115,42549300.0,74080.0,-,-,113.cu2506,上期所,2024-11-30 01:00:00,2024-11-29
l2504,塑料2504,0.15,8180.0,8187.0,8165.0,8165.0,12.0,-,-,-,10,409060.0,8180.0,-,-,114.l2504,大商所,2024-11-29 23:00:00,2024-11-29
hc2504,热卷2504,0.14,3520.0,3522.0,3506.0,3522.0,5.0,-,-,-,4,140670.0,3517.0,-,-,113.hc2504,上期所,2024-11-29 23:00:00,2024-11-29
fu2511,燃油2511,0.14,2893.0,2901.0,2884.0,2896.0,4.0,-,0.54,-,128,3700940.0,2885.0,-,-,113.fu2511,上期所,2024-11-29 23:00:00,2024-11-29
jd2510,鸡蛋2510,0.14,3617.0,3621.0,3607.0,3617.0,5.0,-,-,-,347,12538970.0,3615.0,-,-,114.jd2510,大商所,2024-11-29 21:00:00,2024-11-29
p2508,棕榈油2508,0.14,8742.0,8850.0,8714.0,8828.0,12.0,-,-,-,31,2721660.0,8798.0,-,-,114.p2508,大商所,2024-11-29 22:59:57,2024-11-29
cu2503,沪铜2503,0.14,73980.0,73980.0,73720.0,73800.0,100.0,-,0.57,-,2480,915636350.0,73880.0,-,-,113.cu2503,上期所,2024-11-30 01:00:00,2024-11-29
cu2505,沪铜2505,0.14,74080.0,74090.0,73860.0,73980.0,100.0,-,0.73,-,351,129815900.0,74030.0,-,-,113.cu2505,上期所,2024-11-30 01:00:00,2024-11-29
SR509,白糖509,0.13,5968.0,5988.0,5947.0,5988.0,8.0,-,1.25,-,1345,80242700.0,5988.0,-,-,115.SR509,郑商所,2024-11-29 22:59:58,2024-11-29
i2511,铁矿石2511,0.13,753.0,755.5,751.0,754.0,1.0,-,0.97,-,116,8734100.0,753.0,-,-,114.i2511,大商所,2024-11-29 23:00:00,2024-11-29
141103,TL2503,0.13,114.54,114.96,114.32,114.88,0.15,-,1.27,-,72331,82909795300.0,114.43,1145400,-,8.141103,中金所,2024-11-29 15:26:27,2024-11-29
140130,TL主力合约,0.13,114.54,114.96,114.32,114.88,0.15,-,1.27,-,72331,82909795300.0,114.43,1145400,-,8.140130,中金所,2024-11-29 15:26:27,2024-11-29
140121,TL下季连续,0.13,114.54,114.96,114.32,114.88,0.15,-,1.27,-,72331,82909795300.0,114.43,1145400,-,8.140121,中金所,2024-11-29 15:26:27,2024-11-29
i2508,铁矿石2508,0.13,765.0,767.0,763.5,766.0,1.0,-,0.88,-,210,16067850.0,765.0,-,-,114.i2508,大商所,2024-11-29 22:59:58,2024-11-29
PRS,瓶片次主连,0.13,6198.0,6214.0,6188.0,6202.0,8.0,-,0.48,-,58,5394000.0,6210.0,-,-,115.PRS,郑商所,2024-11-29 22:59:59,2024-11-29
PR505,瓶片505,0.13,6198.0,6214.0,6188.0,6202.0,8.0,-,0.48,-,58,5394000.0,6210.0,-,-,115.PR505,郑商所,2024-11-29 22:59:59,2024-11-29
a2503,豆一2503,0.13,3916.0,3918.0,3885.0,3901.0,5.0,-,1.58,-,2272,88647070.0,3904.0,-,-,114.a2503,大商所,2024-11-29 23:00:00,2024-11-29
SM508,锰硅508,0.12,6480.0,6484.0,6468.0,6484.0,8.0,-,-,-,22,712580.0,6474.0,-,-,115.SM508,郑商所,2024-11-29 21:00:00,2024-11-29
PK505,花生505,0.12,8110.0,8130.0,8102.0,8106.0,10.0,-,1.4,-,3453,140088210.0,8106.0,-,-,115.PK505,郑商所,2024-11-29 21:00:00,2024-11-29
cu2509,沪铜2509,0.12,74230.0,74230.0,74150.0,74190.0,90.0,-,-,-,10,3709500.0,74240.0,-,-,113.cu2509,上期所,2024-11-30 01:00:00,2024-11-29
pb2412,沪铅2412,0.12,17335.0,17335.0,17195.0,17310.0,20.0,-,0.06,-,335,28970000.0,17320.0,-,-,113.pb2412,上期所,2024-11-30 01:00:00,2024-11-29
pbm,沪铅主连,0.12,17395.0,17395.0,17235.0,17355.0,20.0,-,0.72,-,24742,2142766825.0,17395.0,-,-,113.pbm,上期所,2024-11-30 01:00:00,2024-11-29
pb2501,沪铅2501,0.12,17395.0,17395.0,17235.0,17355.0,20.0,-,0.72,-,24742,2142766825.0,17395.0,-,-,113.pb2501,上期所,2024-11-30 01:00:00,2024-11-29
cs2505,淀粉2505,0.11,2612.0,2614.0,2597.0,2600.0,3.0,-,0.36,-,1834,47872920.0,2602.0,-,-,114.cs2505,大商所,2024-11-29 22:59:58,2024-11-29
jm2510,焦煤2510,0.11,1353.5,1354.0,1353.5,1354.0,1.5,-,-,-,2,162450.0,1357.5,-,-,114.jm2510,大商所,2024-11-29 22:59:55,2024-11-29
ru2507,橡胶2507,0.11,18330.0,18395.0,18320.0,18395.0,20.0,-,-,-,7,1285850.0,18300.0,-,-,113.ru2507,上期所,2024-11-29 23:00:00,2024-11-29
pp2506,聚丙烯2506,0.11,7544.0,7544.0,7531.0,7531.0,8.0,-,-,-,4,150750.0,7537.0,-,-,114.pp2506,大商所,2024-11-29 22:59:59,2024-11-29
CY501,棉纱501,0.1,19460.0,19500.0,19430.0,19465.0,20.0,-,-,-,68,6616400.0,19470.0,-,-,115.CY501,郑商所,2024-11-29 22:59:54,2024-11-29
al2508,沪铝2508,0.1,20470.0,20480.0,20470.0,20480.0,20.0,-,-,-,2,204750.0,20490.0,-,-,113.al2508,上期所,2024-11-30 01:00:00,2024-11-29
cu2508,沪铜2508,0.09,74140.0,74160.0,74000.0,74070.0,70.0,-,-,-,8,2964750.0,74200.0,-,-,113.cu2508,上期所,2024-11-30 01:00:00,2024-11-29
PK510,花生510,0.09,8522.0,8540.0,8520.0,8540.0,8.0,-,-,-,58,2473120.0,8536.0,-,-,115.PK510,郑商所,2024-11-29 21:00:00,2024-11-29
051112,TF2412,0.09,105.325,105.335,105.22,105.25,0.095,-,0.04,-,1348,1419149500.0,105.25,1053250,-,8.051112,中金所,2024-11-29 15:30:49,2024-11-29
050131,TF次主力合约,0.09,105.325,105.335,105.22,105.25,0.095,-,0.04,-,1348,1419149500.0,105.25,1053250,-,8.050131,中金所,2024-11-29 15:30:49,2024-11-29
050120,TF当季连续,0.09,105.325,105.335,105.22,105.25,0.095,-,0.04,-,1348,1419149500.0,105.25,1053250,-,8.050120,中金所,2024-11-29 15:30:49,2024-11-29
pb2505,沪铅2505,0.09,17400.0,17400.0,17250.0,17325.0,15.0,-,-,-,18,1558450.0,17355.0,-,-,113.pb2505,上期所,2024-11-30 01:00:00,2024-11-29
rr2506,粳米2506,0.08,3549.0,3557.0,3546.0,3546.0,3.0,-,-,-,13,461800.0,3548.0,-,-,114.rr2506,大商所,2024-11-29 22:59:55,2024-11-29
ru2503,橡胶2503,0.08,18185.0,18250.0,18125.0,18175.0,15.0,-,1.92,-,690,125433900.0,18165.0,-,-,113.ru2503,上期所,2024-11-29 23:00:00,2024-11-29
ru2510,橡胶2510,0.08,18460.0,18530.0,18460.0,18530.0,15.0,-,-,-,4,739700.0,18410.0,-,-,113.ru2510,上期所,2024-11-29 23:00:00,2024-11-29
ru2511,橡胶2511,0.08,18485.0,18540.0,18315.0,18315.0,15.0,-,-,-,24,4432550.0,18435.0,-,-,113.ru2511,上期所,2024-11-29 23:00:00,2024-11-29
141112,TL2412,0.08,114.1,114.54,113.93,114.33,0.09,-,0.03,-,384,438509100.0,114.13,1141000,-,8.141112,中金所,2024-11-29 15:30:49,2024-11-29
140131,TL次主力合约,0.08,114.1,114.54,113.93,114.33,0.09,-,0.03,-,384,438509100.0,114.13,1141000,-,8.140131,中金所,2024-11-29 15:30:49,2024-11-29
140120,TL当季连续,0.08,114.1,114.54,113.93,114.33,0.09,-,0.03,-,384,438509100.0,114.13,1141000,-,8.140120,中金所,2024-11-29 15:30:49,2024-11-29
sp2412,纸浆2412,0.07,5794.0,5798.0,5790.0,5790.0,4.0,-,-,-,68,3938080.0,5790.0,-,-,113.sp2412,上期所,2024-11-29 23:00:00,2024-11-29
SM510,锰硅510,0.06,6482.0,6500.0,6482.0,6488.0,4.0,-,-,-,9,292050.0,6472.0,-,-,115.SM510,郑商所,2024-11-29 21:00:00,2024-11-29
bcm,国际铜主连,0.06,65320.0,65380.0,65100.0,65160.0,40.0,-,0.75,-,2173,708949750.0,65320.0,-,-,142.bcm,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
bc2501,国际铜2501,0.06,65320.0,65380.0,65100.0,65160.0,40.0,-,0.75,-,2173,708949750.0,65320.0,-,-,142.bc2501,上海能源期货交易所,2024-11-30 01:00:00,2024-11-29
lm,塑料主连,0.06,8374.0,8388.0,8356.0,8388.0,5.0,-,0.61,-,70405,2947059170.0,8388.0,-,-,114.lm,大商所,2024-11-29 23:00:00,2024-11-29
l2501,塑料2501,0.06,8374.0,8388.0,8356.0,8388.0,5.0,-,0.61,-,70405,2947059170.0,8388.0,-,-,114.l2501,大商所,2024-11-29 23:00:00,2024-11-29
pbs,沪铅次主连,0.06,17390.0,17400.0,17255.0,17380.0,10.0,-,0.74,-,5652,489732825.0,17385.0,-,-,113.pbs,上期所,2024-11-30 01:00:00,2024-11-29
pb2502,沪铅2502,0.06,17390.0,17400.0,17255.0,17380.0,10.0,-,0.84,-,5652,489732825.0,17385.0,-,-,113.pb2502,上期所,2024-11-30 01:00:00,2024-11-29
111112,T2412,0.06,106.95,107.045,106.86,107.0,0.06,-,0.06,-,1836,1963704300.0,106.915,1069500,-,8.111112,中金所,2024-11-29 15:30:49,2024-11-29
110131,T次主力合约,0.06,106.95,107.045,106.86,107.0,0.06,-,0.06,-,1836,1963704300.0,106.915,1069500,-,8.110131,中金所,2024-11-29 15:30:49,2024-11-29
110120,T当季连续,0.06,106.95,107.045,106.86,107.0,0.06,-,0.06,-,1836,1963704300.0,106.915,1069500,-,8.110120,中金所,2024-11-29 15:30:49,2024-11-29
rr2505,粳米2505,0.06,3572.0,3577.0,3553.0,3553.0,2.0,-,-,-,35,1250350.0,3571.0,-,-,114.rr2505,大商所,2024-11-29 22:48:22,2024-11-29
cus,沪铜次主连,0.05,73840.0,73900.0,73670.0,73790.0,40.0,-,0.17,-,2990,1103065500.0,73920.0,-,-,113.cus,上期所,2024-11-30 01:00:00,2024-11-29
cu2412,沪铜2412,0.05,73840.0,73900.0,73670.0,73790.0,40.0,-,0.17,-,2990,1103065500.0,73920.0,-,-,113.cu2412,上期所,2024-11-30 01:00:00,2024-11-29
PK504,花生504,0.05,8006.0,8024.0,7988.0,7988.0,4.0,-,0.71,-,482,19289640.0,8004.0,-,-,115.PK504,郑商所,2024-11-29 21:00:00,2024-11-29
j2509,焦炭2509,0.05,2009.5,2009.5,2009.5,2009.5,1.0,-,-,-,1,200950.0,2011.5,-,-,114.j2509,大商所,2024-11-29 22:59:59,2024-11-29
c2507,玉米2507,0.04,2274.0,2278.0,2266.0,2270.0,1.0,-,1.33,-,8926,202917060.0,2271.0,-,-,114.c2507,大商所,2024-11-29 23:00:00,2024-11-29
pp2508,聚丙烯2508,0.04,7513.0,7513.0,7513.0,7513.0,3.0,-,-,-,2,75130.0,7518.0,-,-,114.pp2508,大商所,2024-11-29 22:59:59,2024-11-29
AP412,苹果412,0.04,7528.0,7600.0,7483.0,7500.0,3.0,-,2.12,-,477,35875170.0,7514.0,-,-,115.AP412,郑商所,2024-11-29 21:00:00,2024-11-29
MA511,甲醇511,0.04,2520.0,2520.0,2518.0,2518.0,1.0,-,-,-,2,50380.0,2528.0,-,-,115.MA511,郑商所,2024-11-29 22:59:53,2024-11-29
l2511,塑料2511,0.04,8090.0,8090.0,8090.0,8090.0,3.0,-,-,-,1,40450.0,8087.0,-,-,114.l2511,大商所,2024-11-29 22:59:58,2024-11-29
ss2510,不锈钢2510,0.04,13830.0,13830.0,13805.0,13805.0,5.0,-,-,-,3,207275.0,13800.0,-,-,113.ss2510,上期所,2024-11-30 01:00:00,2024-11-29
SM506,锰硅506,0.03,6464.0,6488.0,6408.0,6450.0,2.0,-,-,-,96,3100800.0,6470.0,-,-,115.SM506,郑商所,2024-11-29 21:00:00,2024-11-29
rb2507,螺纹钢2507,0.03,3391.0,3398.0,3386.0,3396.0,1.0,-,-,-,40,1356840.0,3396.0,-,-,113.rb2507,上期所,2024-11-29 23:00:00,2024-11-29
pp2510,聚丙烯2510,0.03,7514.0,7514.0,7514.0,7514.0,2.0,-,-,-,1,37570.0,7531.0,-,-,114.pp2510,大商所,2024-11-29 22:59:58,2024-11-29
l2502,塑料2502,0.02,8197.0,8208.0,8182.0,8205.0,2.0,-,0.74,-,2387,97813390.0,8208.0,-,-,114.l2502,大商所,2024-11-29 23:00:00,2024-11-29
scm,原油主连,0.02,528.7,534.6,526.9,531.8,0.1,-,1.17,-,87546,46492449000.0,530.4,-,-,142.scm,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
